user_id,item_list
0,4518 13219 24497 2588 18857 25878 1256 20699 21339 6856 
1,6198 12119 2519 18554 10829 1382 20147 25948 22316 4925 
2,14353 5566 5923 2074 14275 13782 19395 12684 7849 11563 
3,15125 9479 10689 7471 12860 10012 23128 1651 16086 25476 
4,14715 4026 3290 7281 13480 13427 11731 24868 12587 21101 
5,15150 22517 5028 9301 9039 16172 17819 18882 18495 23086 
6,5126 5808 14020 3382 12606 13776 20999 23647 18179 20493 
7,14682 13840 17332 12181 8499 23810 21631 7646 4228 9723 
8,14059 4440 11492 22963 21208 14351 17320 22119 1554 13629 
9,3699 12375 15782 25779 17092 9139 14978 1991 23505 6209 
10,3556 10045 1302 24567 12906 12616 4462 22679 22077 16899 
11,3220 4661 14310 19415 21262 13582 12133 16175 9518 23231 
12,6235 19291 5447 24153 1150 7909 5042 13229 15129 10573 
13,405 18179 20068 11838 13293 2354 4868 8037 20969 5184 
14,3641 20644 21541 18499 10914 555 10412 5109 25649 15271 
15,22817 12065 5709 13810 5360 8702 3722 1089 22756 23145 
16,19217 25585 18722 10769 23312 12752 12258 23717 19500 23647 
17,23778 4224 14033 18788 7245 24570 1455 6461 9358 23204 
18,19190 23697 13609 20333 13783 23328 12316 18793 17412 10847 
19,6327 24316 2426 14558 11340 7729 21856 9322 25675 12045 
20,10381 6893 9633 2163 14132 8606 6215 14523 10719 5509 
21,24366 18788 23778 19198 16803 12344 4224 3875 25189 12052 
22,9487 1668 256 4733 17368 13494 15127 14583 10942 21406 
23,21806 22696 22680 25018 1687 6125 13669 7340 7056 7307 
24,13797 4095 15382 9025 12513 21044 12510 10990 4401 15089 
25,7405 12385 13792 16844 10640 12844 8839 290 12713 8810 
26,16245 8406 4252 431 13551 24286 9426 25008 25926 9153 
27,22270 24346 20383 2838 5649 7317 11706 3458 25288 15778 
28,8742 8678 18864 7534 21523 9220 17099 23835 23291 2233 
29,12356 13485 16538 21691 7852 228 21286 3848 7065 23770 
30,25915 9368 24091 8409 11174 9289 10997 6267 20595 7172 
31,15489 475 24887 6249 2502 3578 8530 25956 16897 163 
32,24739 290 18574 3923 5715 901 9620 4304 17884 24295 
33,17409 1024 1603 3637 14785 16160 25632 13493 13753 23485 
34,15386 3966 3151 1853 2005 363 24415 20307 377 8881 
35,10182 5663 8914 16267 11175 11830 4035 18469 240 9221 
36,22651 25828 16928 16993 23133 4637 14580 6995 8309 4604 
37,1008 22404 21563 11036 3647 8278 23202 25709 20396 7370 
38,7266 25846 1151 6566 3286 8056 21281 10969 22997 24345 
39,23816 4554 24122 8550 18372 8991 21772 9221 10134 20026 
40,16885 10381 14950 11584 12151 8648 2163 7055 5612 3783 
41,23810 24422 22726 1682 20079 9047 6599 15688 14846 12987 
42,18930 20321 3900 971 24070 1020 12182 18512 4123 225 
43,12696 23854 8256 15536 1184 12770 552 966 17365 170 
44,17470 20520 1413 10215 25185 7418 5913 17374 24653 2535 
45,17301 16948 11671 7896 6813 10292 10202 21049 19487 3856 
46,6894 14271 17749 11360 982 3236 20432 12170 3123 13919 
47,16124 19326 8928 11194 4032 4738 16998 17177 7993 12241 
48,16893 13178 4781 13552 14867 10749 14484 7327 16633 22363 
49,4302 12585 23846 9646 25253 24664 13409 24746 8904 23262 
50,7991 7727 6327 22557 24316 9592 2426 4604 1249 21601 
51,13902 25638 2471 7728 9225 16565 22874 13827 3548 22991 
52,13194 7223 20199 24270 23510 9237 18418 14767 11449 14475 
53,17874 11115 11134 10488 17697 1273 17627 22126 23761 21008 
54,25556 10238 1851 23877 18065 7793 17706 13463 18386 24821 
55,2122 678 13842 14009 10258 22816 21686 7934 19786 17570 
56,3668 11987 6267 7203 4704 3255 5759 5413 11745 3289 
57,18076 6033 23136 11193 17311 17703 7985 18013 16305 8890 
58,1259 10951 10524 21390 7705 6047 306 21843 18022 6412 
59,2846 11223 8531 6544 11867 2253 23950 9005 13673 838 
60,21952 23277 14314 19613 5051 12483 2241 5101 21983 13830 
61,24747 14232 9782 20334 19253 24358 15146 2840 6137 11581 
62,10311 24378 11527 18334 25762 12714 2340 21276 78 21936 
63,24256 21051 2760 8654 9223 82 5905 8321 10024 7940 
64,15350 1814 5810 17821 12561 835 24729 13577 8533 16665 
65,1538 1628 19785 24282 10355 4682 23552 18584 16174 12347 
66,20044 20807 7650 12389 6955 7760 4336 7434 15136 17865 
67,12109 14203 7417 17668 23302 22674 17288 11962 16439 3581 
68,9337 20395 6588 13297 20150 1401 20393 10912 5435 15438 
69,16993 14407 14905 9887 2796 12767 25697 7371 5811 11739 
70,11545 551 22175 8266 10491 18389 13242 15589 14989 4828 
71,17565 11064 5094 15244 18135 13660 25160 20432 613 14478 
72,1863 7266 24892 14051 16477 8783 16552 7108 21978 13173 
73,13052 9008 6309 5380 13174 12264 13356 8712 3326 13718 
74,22172 1608 23624 7152 16481 5180 19466 25526 20374 18502 
75,5859 7027 21537 25332 22083 2394 15447 24734 7969 6413 
76,3396 9506 66 3373 22067 7742 16072 3753 11496 1345 
77,13263 10448 10295 19477 9285 20373 3941 14753 4131 4046 
78,20431 25158 25030 11521 2196 10583 23036 3762 3237 10434 
79,23067 10215 11909 11268 1237 25365 1413 12546 21071 11709 
80,21652 21232 22838 1449 12393 11064 21517 1001 13052 21783 
81,19751 7370 2289 922 18719 6242 14115 12568 6846 20532 
82,17024 10409 5934 25905 20531 24022 105 11153 8452 25057 
83,9446 7727 6327 24316 2426 10908 23545 8310 16928 1014 
84,10806 4051 9082 11637 18150 7415 13270 2332 14819 21149 
85,23774 495 349 6995 19437 21004 11533 18706 654 2478 
86,23039 4860 24343 7389 16247 17586 7630 5846 15844 3720 
87,1303 20400 17421 2888 21021 2679 17331 23312 23551 20176 
88,204 1439 7900 16975 4933 6054 3533 293 15772 9080 
89,22716 21236 6137 5961 8070 679 11268 23920 3701 16267 
90,2665 6820 9711 2196 3950 6641 16261 22473 17459 1450 
91,12606 5126 3382 13776 1283 14901 22854 3398 20920 22909 
92,2665 11618 14721 26 1752 4807 19569 22129 1635 3029 
93,19152 3513 15251 5763 14545 19864 16651 20556 9039 6835 
94,15731 6588 11190 8230 22267 15680 21450 15459 20395 5900 
95,6235 11339 19291 22387 5447 3150 1150 14413 2999 4113 
96,19891 19526 18305 12874 6363 3613 2995 11707 19315 10137 
97,10728 10431 13850 16817 5494 15622 9217 14009 19046 13707 
98,10819 2934 17838 5247 17312 4713 8156 6761 25511 23205 
99,7989 4738 18012 8488 23343 7183 12720 23285 2024 18734 
100,20610 11112 18466 19355 16241 15207 24014 12413 890 8081 
101,22921 18890 15788 16208 16421 18091 22427 5452 17346 23235 
102,15842 6136 9031 11848 10956 22354 1414 4613 19193 10922 
103,24497 4753 13633 15070 11379 23492 5960 17714 16112 92 
104,10581 22653 5768 24909 18265 13026 13346 14158 5542 23242 
105,9375 12753 13720 942 2352 25120 18591 19521 850 10171 
106,8645 3178 2845 20586 25869 16281 4625 15041 24734 11398 
107,7266 24900 13666 2668 14939 6674 22518 21159 7203 15683 
108,14378 18544 6110 18751 10548 22335 16000 18903 1430 20402 
109,10162 7049 1029 24720 7363 10075 16483 202 4664 23551 
110,3975 14554 18106 21633 5765 946 3019 19975 17048 14309 
111,12887 24546 20228 15122 8085 18016 11051 8928 318 6600 
112,21641 4550 14568 429 23474 23564 19264 5292 14785 13414 
113,453 16987 14473 16834 12158 1705 17369 15672 22223 10546 
114,7455 25880 14100 12042 4194 6763 13165 17856 14764 20499 
115,13615 3814 12375 9442 7058 14957 21260 5154 770 10292 
116,15364 2814 4038 6297 16591 7712 16620 12721 5093 19602 
117,17803 2017 2259 3949 3073 1392 18570 21865 15926 22376 
118,18334 1151 11527 2167 12714 18899 10311 24378 7538 10983 
119,14236 3562 11274 13070 4915 25862 9015 22024 10832 23161 
120,18419 5886 15157 9692 21629 23292 1762 22597 19294 15825 
121,17281 5250 11367 25858 8557 9751 2536 10835 21810 17815 
122,16203 23802 22024 5950 15739 9175 8202 25317 10832 17971 
123,15572 7148 19299 2079 19530 1384 17261 22210 2083 19735 
124,16709 22131 10912 18363 20393 1834 9900 17147 15706 15438 
125,6502 25484 711 23253 21272 9471 1593 7192 10879 20964 
126,19434 17931 14317 2895 7702 9931 9456 13285 13664 16954 
127,16570 18211 10085 8647 17629 24387 5256 17576 1496 843 
128,7266 20645 22686 1465 25887 13628 7480 19368 21185 1230 
129,4619 13284 10174 3736 13140 24984 19333 2180 15611 1181 
130,5076 11702 6874 11055 21248 25526 3463 15474 12087 5700 
131,5713 3916 24585 22890 15723 19804 14403 20791 4707 18257 
132,12597 16187 21927 9008 8712 2412 8863 20033 9948 4910 
133,22864 1289 6194 14571 4228 14682 19629 11536 2221 12435 
134,12830 19035 9878 4468 5806 1303 3556 24513 10594 12668 
135,4302 20220 23846 8730 9646 6579 7544 12836 17276 23262 
136,3911 18288 9529 19258 18468 25909 13319 3780 11226 8854 
137,25709 21409 4184 13373 16726 12381 9294 15224 2798 4250 
138,10980 22754 4587 19133 1785 14864 11987 17203 6681 15646 
139,22102 4463 18837 17800 5295 6157 10391 8472 7965 13508 
140,18012 8152 24731 8556 6 15799 8733 4098 8966 17093 
141,21857 11700 14929 17565 5266 25162 8523 18939 12952 8085 
142,16241 19355 5551 890 6353 1132 23608 16653 22058 721 
143,17775 767 24891 23730 177 18388 10714 19855 15118 11584 
144,2854 19631 16365 20191 19569 1033 12864 4807 14721 7385 
145,8587 20501 2199 24718 13612 9389 18208 25801 19463 11849 
146,22260 22896 20172 4805 17615 377 12125 19094 17292 18727 
147,5930 10524 19070 21843 24391 6296 11354 13453 1259 8429 
148,25407 459 17187 9319 23618 7333 20855 625 24316 8697 
149,8046 6445 21944 11815 2203 11803 2987 12734 23245 22511 
150,6198 5177 17252 2013 19556 24122 6496 2912 5359 3257 
151,16524 6546 6326 23214 25718 12985 19040 19722 4686 17746 
152,16669 1175 14913 9622 11023 11933 14980 11030 19637 3363 
153,14536 22684 16263 24079 21675 18426 16283 8467 16845 19124 
154,13625 19961 3554 3124 25301 4798 24176 14098 6256 7170 
155,24694 13014 24446 2694 14857 11327 11372 21251 21425 25710 
156,1271 18054 3230 9446 25138 10882 24278 16942 4549 20949 
157,7585 24687 9209 11285 967 5563 9928 11701 21579 18827 
158,16904 25894 3974 20702 16501 24297 1593 5477 15028 601 
159,3133 22151 16345 3987 23844 23648 9293 25304 17882 16308 
160,6047 1431 10120 21395 18924 11584 16646 10951 24777 12012 
161,3827 17488 414 15446 16978 3338 1395 12817 17959 20946 
162,5307 8301 1189 17773 24821 6176 16111 3693 23445 19794 
163,5907 15982 10960 10687 11304 9650 19970 16116 15753 8849 
164,4549 15150 22517 7867 9301 17819 8719 2492 20925 6210 
165,12231 2061 11072 14815 21738 6000 12447 5214 15385 24362 
166,20858 3666 12553 16075 18175 22091 20474 10976 24531 10302 
167,20765 17967 25138 23545 2352 19299 13017 10908 22848 861 
168,3030 18138 13668 12957 22092 24025 15597 23364 24987 23429 
169,16906 17543 9733 2045 4547 1314 8487 8431 8037 7640 
170,17951 20863 9913 22688 16872 19160 15259 20702 16904 18589 
171,17419 11073 9680 2857 11364 1027 4977 21834 4512 24340 
172,16992 22830 19950 24480 22823 15070 10758 17665 14784 1723 
173,9322 16518 11099 18187 12051 11501 24670 13808 17809 20697 
174,4861 10245 17511 19273 13968 11526 13298 22111 21943 17659 
175,4539 4827 11747 15510 1237 21851 3763 15209 19256 16337 
176,6004 17514 3610 2900 19881 7849 16809 1291 7407 9547 
177,17143 22187 18282 2635 23760 21806 1434 25407 6327 4687 
178,11436 18463 722 9175 16626 5735 8044 2908 4479 728 
179,16954 25553 21825 23109 4284 18137 21644 25128 17931 20819 
