user_id,item_list
0,13219 25878 15708 1447 25582 10191 6548 11730 1560 4518 
1,19089 23600 12409 19709 20095 3165 6198 16630 19525 12119 
2,14353 2824 18165 14275 5451 5566 5518 24195 3242 25491 
3,7471 17820 22487 12473 12860 15125 16857 4668 3942 9087 
4,13427 9243 14715 1611 10997 19704 9578 14271 11384 21975 
5,8097 16172 14706 17819 7494 7013 8089 12214 8322 19874 
6,24383 23906 14020 25044 16617 4824 15176 17252 4774 20999 
7,3850 14682 7646 8499 4314 17332 23885 13840 16405 9723 
8,25407 2426 6878 10834 13711 1583 10594 18392 23154 15691 
9,19792 25779 3699 14978 9609 15782 13923 7836 9139 16375 
10,3556 12906 1302 13280 24567 18751 17557 19792 11361 10045 
11,3220 22956 4661 7856 16175 21262 16099 12951 19186 21948 
12,19291 6235 7820 5447 10380 20600 2216 8593 2281 2823 
13,20969 11533 23430 9992 11924 23880 3382 18088 25407 4213 
14,3641 20644 18499 21541 18500 23309 11848 21099 19103 16793 
15,24546 5709 5076 3722 11702 6 19563 22817 12643 12661 
16,19622 7913 4502 13754 8175 25585 19217 21416 886 10769 
17,19089 17723 20146 9438 19480 5942 16630 23600 2665 12409 
18,5032 18793 12048 7267 20300 18649 13609 4936 15778 9769 
19,2426 9555 15691 23154 10834 7095 12818 1583 10981 13711 
20,8606 19907 5925 23465 14132 19209 25517 6893 9633 23167 
21,18788 23778 16803 24366 3875 4224 19198 21786 2646 18901 
22,9487 1668 6616 14583 17368 9824 17899 11597 20163 23206 
23,6200 988 11293 17836 16496 6454 14835 16577 17143 18282 
24,13797 4095 9069 14291 8935 9025 19480 12513 21044 11730 
25,7405 10640 12844 7115 983 290 18574 24295 12385 13792 
26,23056 867 10530 12983 16245 19781 4055 10997 25675 15463 
27,57 17820 8158 5044 22270 5562 6760 23628 21527 24484 
28,6551 8742 23835 7534 18864 2233 8678 21523 17914 3687 
29,5193 7852 14684 8667 21286 25957 12356 19874 5765 21428 
30,8544 21552 24621 9243 4966 11384 3835 8920 5717 22511 
31,2001 13226 23651 23593 19340 23468 16793 13593 13081 6446 
32,18574 1573 9620 290 7115 10640 983 5966 3923 24739 
33,10269 25675 9438 17409 12061 5942 22554 24894 23485 20204 
34,1959 23324 19007 1700 21671 1803 12124 9520 3966 1917 
35,9620 11830 12844 8914 22023 5474 24445 3701 9863 18469 
36,25407 2426 1583 15691 6734 16928 22848 23141 16906 9701 
37,24075 1008 19480 1639 3647 21563 10009 10528 7053 22404 
38,1863 8560 25846 21062 4940 13628 12061 14385 21552 19822 
39,2220 21872 23816 24122 4554 10134 2178 7321 21772 9221 
40,24075 22554 5044 10035 25407 8097 9438 22445 16630 15691 
41,14266 6599 17322 17225 14846 14023 141 1682 9657 3871 
42,20553 6612 24070 18512 18930 4502 13663 13870 722 4913 
43,8256 12696 12770 20040 8134 1184 15536 966 552 8366 
44,17470 5093 19886 23324 25185 1413 11576 25209 20520 17374 
45,16948 11658 19487 19525 17723 2665 25873 19089 7494 24128 
46,23536 6088 23711 13541 15459 11792 4620 18190 3983 19114 
