user_id,item_list
0,13219 25878 1447 15708 4927 25582 10191 6548 1560 11730 
1,19089 23600 12409 19709 6198 3165 20095 16630 12119 8431 
2,14353 2824 5451 18165 14275 25491 5518 24195 5566 780 
3,7471 17820 22487 12473 12860 15125 3942 16857 20905 4668 
4,13427 9243 14715 1611 9578 14271 19704 11384 10997 21975 
5,8097 16172 14706 17819 8089 12214 7013 7494 18495 19874 
6,24383 23906 14020 25044 4824 16617 15176 17252 25694 4774 
7,3850 14682 7646 8499 4314 17332 13840 23885 16405 9723 
8,25407 2426 10834 13711 6878 18392 1583 10594 15691 23154 
9,19792 25779 3699 14978 9609 15782 13923 10132 7836 9139 
10,3556 12906 1302 13280 18751 19792 17557 11361 12375 24567 
11,3220 22956 4661 7856 21262 16175 12951 16099 19186 20876 
12,19291 6235 7820 5447 10380 2281 20600 2823 2216 8593 
13,20969 11533 23430 23880 9992 11924 25407 14580 3382 20068 
14,3641 20644 18499 21541 11848 18500 23309 16793 21099 19103 
15,24546 5709 5076 12643 11702 3722 22817 6 19563 22622 
16,19622 7913 4502 21416 886 8175 13754 8400 25585 19217 
17,19089 17723 20146 19480 2665 9438 23600 6198 12409 23778 
18,18793 5032 12048 7267 20300 18649 13609 4936 10847 15778 
19,2426 9555 15691 23154 10834 7095 10981 1583 12818 10594 
20,8606 5925 23465 19907 25517 14132 19209 6893 15398 9633 
21,18788 23778 16803 24366 3875 4224 19198 21786 2646 18901 
22,9487 6616 1668 14583 17368 9824 11597 17899 23206 20163 
23,6200 988 11293 17836 16496 6454 16577 14835 17143 6734 
24,13797 4095 9069 14291 8935 19480 12513 9025 21044 11730 
25,7405 12844 10640 7115 983 290 18574 24295 12385 13792 
26,23056 867 10530 12983 19781 25675 4055 21975 4067 16245 
27,22270 17820 5044 57 8158 6760 5562 21527 23628 24484 
28,6551 23835 8742 7534 2233 18864 8678 3687 17914 21523 
29,5193 7852 8667 21286 12356 16688 5765 23770 14684 25957 
30,8544 21552 24621 9243 3835 11384 4966 5717 8920 22511 
31,2001 13226 23651 23593 19340 23468 13593 16793 6446 13081 
32,18574 9620 1573 290 7115 10640 983 5966 3923 20656 
33,10269 25675 17409 9438 5942 22554 12061 23485 20204 20174 
34,1959 23324 19007 21671 1700 9520 1803 12124 3966 12230 
35,9620 11830 8914 22023 12844 5474 24445 3701 9782 14826 
36,25407 2426 6734 15691 1583 16928 16906 23141 17156 22848 
37,24075 1008 1639 19480 10009 21563 10528 3647 7053 21932 
38,1863 25846 8560 21062 12061 4940 13628 180 21799 21552 
39,2220 21872 2178 23816 7321 24122 5497 4554 10134 16648 
