user_id,item_list
0,25878 13219 1447 6919 10191 9843 24146 9742 1560 4518 
1,19089 23600 12409 19709 3165 20095 6198 16630 12119 8431 
2,14353 2824 14275 5566 5451 991 3164 19515 3242 18165 
3,23037 22487 16857 12473 3942 16086 7471 5934 17820 1651 
4,19851 10204 20577 9243 10000 13427 1611 19704 14715 9578 
5,24008 13439 20127 8097 16172 14706 17819 19152 7013 4257 
6,13703 24383 25044 23906 14020 4824 17252 16617 3382 4774 
7,22181 1957 16685 7059 24783 3850 17332 14682 8499 13840 
8,10908 25407 2426 15691 10834 23154 10594 2551 1583 6734 
9,7589 9609 19792 15782 3699 14978 25779 13390 17092 433 
10,3556 12906 19792 12375 17557 1302 18751 15195 11361 23361 
11,23959 5998 19998 5200 19427 22956 3220 7856 4661 12951 
12,19291 2823 2281 1592 6235 20211 5447 10380 7820 16212 
13,20969 11533 9992 10594 23880 17732 4213 13293 14580 23154 
14,3641 20644 18499 18500 11848 19103 16793 16999 20918 21541 
15,14104 24546 12643 5709 17130 6 12230 5076 25766 22622 
16,19622 7913 13754 886 21416 19217 903 8175 17305 4502 
17,23849 7494 3165 24725 3644 16278 8638 17740 19089 17723 
18,9716 17333 5032 18793 12048 7267 20300 18649 15778 4936 
19,2426 9555 15691 23154 10834 10981 12818 10594 7095 1583 
20,8606 19907 15398 5078 23465 25517 14132 6893 19209 12798 
21,7613 14225 18234 3325 18788 23778 3875 16803 24366 4224 
22,15905 1196 8532 21802 20591 6928 9487 6616 1668 11597 
23,9443 6200 988 11293 17836 16496 6454 25018 16577 21806 
24,22668 13797 9025 4095 14291 7855 9069 1275 8935 19480 
25,9620 7405 10640 12844 7115 983 12385 290 13792 18574 
26,9243 23056 5633 867 20496 12983 23711 4055 16245 21975 
27,15234 6239 2408 8158 57 6760 17820 5044 22270 5562 
28,16362 23835 8742 6551 2233 18864 1673 7534 3687 22881 
29,11075 13574 359 7142 4353 5193 23770 7852 5765 14684 
30,20148 20560 8544 21552 24621 3835 5717 11384 20496 9243 
31,13077 2001 13226 23651 19340 23593 16793 13593 23468 22226 
32,9620 1573 290 18574 10640 7115 983 17884 20656 3923 
33,10269 17409 25675 9438 5942 12061 22554 20174 20204 4475 
34,7839 8539 1959 23324 1803 19007 21671 3966 19951 21624 
35,9620 8914 11830 24445 5474 22023 11784 18469 9782 12844 
36,25407 2426 1770 15691 6734 1583 16928 22848 17156 23141 
37,4361 10919 1987 3647 1008 24075 19480 10528 7453 1639 
38,1113 1863 25846 8560 21062 12061 7266 8811 4940 24075 
39,18330 2220 21872 2178 23816 24122 7321 6139 4554 9221 
40,12602 24075 5044 25407 8097 16630 20146 22445 15691 20095 
