user_id,item_list
0,4927 1447 15830 9851 15708 13219 7601 25878 5161 1611 
1,19089 23600 12409 20095 19709 16630 3165 19480 8894 8431 
2,14353 5566 5923 5593 2824 19515 16901 11764 25653 12684 
3,17820 24093 24484 22487 12473 3942 12462 5412 24075 18569 
4,9243 1611 11384 4927 18692 10997 14271 11796 6397 16206 
5,8097 25407 16172 7494 8322 4257 17819 7013 16394 14706 
6,24383 25044 23906 4824 14020 17252 681 10745 2426 14356 
7,17332 4314 3850 14682 4228 13840 8499 12181 21631 21270 
8,25407 2426 6878 10834 1583 15691 23154 10594 13711 6734 
9,15782 17092 9609 19792 10132 3699 5741 5045 11024 25779 
10,3556 12906 11361 1302 17557 4462 24567 14968 20168 18751 
11,7856 3220 22956 12788 11726 11502 9690 8296 15013 3935 
12,6235 19291 2823 2281 5447 19114 1592 24546 10380 8593 
13,20969 11533 25407 23154 9992 10594 4213 11924 1770 6446 
14,18499 20644 3641 21541 11848 18500 23309 16999 20918 21099 
15,22817 21611 5709 5360 12065 24546 22756 13810 1306 16911 
16,7913 4502 17305 25585 14158 12258 21416 886 8400 17514 
17,19089 19480 20146 51 20404 17723 6198 14895 18489 7030 
18,5032 18793 12048 7267 20300 19190 18649 23697 7448 9769 
19,2426 9555 15691 23154 10834 7095 1583 10594 12818 10981 
20,6893 8606 23465 15398 1630 5078 25957 15234 14132 13616 
21,18788 23778 3875 24366 16803 19198 4919 600 13138 18901 
22,1668 9487 6616 17368 9824 14583 17899 11597 7331 22739 
23,988 6200 17836 11293 16496 16577 6454 23562 14835 9017 
24,13797 14291 19480 11730 20108 14895 19709 9339 10786 525 
25,7115 12844 983 7405 12385 10640 18574 20656 823 23430 
26,5633 16245 23056 15463 4055 17665 20496 12983 9591 5367 
27,5044 8158 57 17820 5562 14609 22270 16188 23628 11706 
28,7920 9220 8742 8673 6551 23835 22881 25210 21523 17847 
29,14684 19874 25957 5078 5193 24914 5765 21428 17668 4502 
30,8544 21552 24621 3835 11384 5717 9243 20496 4966 25491 
31,2001 13226 23651 16793 23468 13593 6446 13658 19340 13081 
32,18574 1573 9620 7115 290 10640 983 5966 20656 23154 
33,10269 25675 9438 12061 5942 22554 10786 23799 9851 19089 
34,19007 1959 1803 12230 23324 14104 9520 24546 21677 13433 
35,9620 11830 24948 23430 15325 14826 12844 823 24445 10590 
36,25407 2426 6734 15691 16928 1583 22848 22651 16906 17156 
37,24075 19480 10009 1639 5119 14755 141 4927 19709 13797 
38,1863 8560 21062 24075 12061 21552 13628 4940 14385 6088 
39,23816 2178 7321 2220 5497 21872 4113 15187 24524 10134 
40,24075 25407 5044 8097 22554 15691 9438 20146 22445 20095 
41,8544 17225 17322 19189 14266 14023 24410 6599 21950 17305 
42,20553 6612 24070 13663 7494 18512 4502 25407 15169 11533 
43,21153 610 21468 3469 5466 780 7507 12352 25314 16957 
44,17470 23324 5093 25185 8475 25209 8077 20520 17374 9438 
45,19089 7494 19525 11658 17723 16630 2665 8894 19487 8431 
46,22359 6088 22730 10789 9050 15459 9243 12550 23056 8877 
47,19326 18852 4032 21912 4738 6954 19281 7993 6369 16124 
48,4781 13552 24985 16893 14684 5284 13178 21071 10626 19874 
49,12585 25253 18549 5787 4302 8904 23846 9646 1738 24746 
50,2426 9555 10594 1583 10834 12818 6734 7991 23141 18392 
51,24075 10845 25675 4957 942 22554 6628 416 24795 15429 
52,13194 22056 7223 24355 20199 23510 2919 4502 25009 11449 
53,17874 11115 17697 10488 11134 21008 22126 1273 16790 17339 
54,3803 25675 22554 7202 19401 18293 9438 19564 24075 20439 
55,15562 678 2122 16218 3058 19786 11876 18131 10910 11361 
56,11987 11741 3348 4638 2910 20933 10384 13764 12742 3668 
57,6049 25656 11378 24791 75 2436 2390 636 25472 23136 
58,5930 16577 11197 306 625 22731 12943 12601 6047 17994 
